,t,x,vx,y,vy,theta,alpha
90,22.632327171943086,22.632327171943086,5.074766090865899,-87.90042088544638,-43.8109241408524,0.06303508122574598,0.08726646259971647
91,22.886091341580602,22.886091341580602,5.075800719306145,-90.10322241985864,-44.30113744979135,0.06306273122157824,0.08726646259971647
92,23.139907246300872,23.139907246300872,5.076835493385276,-92.33053465160903,-44.79135202977811,0.06309019636299906,0.08726646259971647
93,23.393774893268933,23.393774893268933,5.077870408460574,-94.58235764356742,-45.281567853658316,0.06311748064898073,0.08726646259971647
94,23.647694289422613,23.647694289422613,5.078905460084578,-96.85869145726754,-45.77178489513326,0.06314458795262942,0.08726646259971647
95,23.90166544148204,23.90166544148204,5.079940643994942,-99.1595361529488,-46.262003128724544,0.06317152202637395,0.08726646259971647
96,24.155688355958652,24.155688355958652,5.080975956104921,-101.48489178959655,-46.75222252974053,0.06319828650689184,0.08726646259971647
97,24.40976303916375,24.40976303916375,5.082011392494431,-103.83475842498049,-47.24244307424444,0.06322488491978809,0.08726646259971647
98,24.66388949721662,24.66388949721662,5.083046949401656,-106.20913611569178,-47.73266473902411,0.06325132068404156,0.08726646259971647
99,24.918067736052254,24.918067736052254,5.084082623215152,-108.60802491717843,-48.222887501563164,0.06327759711623247,0.08726646259971647
100,25.17229776142867,25.17229776142867,5.085118410466414,-111.0314248837795,-48.71311134001366,0.06330371743456374,0.08726646259971647
101,25.426579578933893,25.426579578933893,5.0861543078228895,-113.47933606875779,-49.20333623317002,0.06332968476268809,0.08726646259971647
102,25.680913193992573,25.680913193992573,5.087190312081384,-115.95175852433138,-49.69356216044422,0.06335550213335195,0.08726646259971647
103,25.935298611872316,25.935298611872316,5.088226420161859,-118.44869230170389,-50.183789101842194,0.06338117249186655,0.08726646259971647
104,26.18973583768967,26.18973583768967,5.08926262910157,-120.97013745109358,-50.67401703794128,0.06340669869941583,0.08726646259971647
105,26.44422487641587,26.44422487641587,5.090298936049544,-123.51609402176146,-51.16424594986881,0.06343208353621035,0.08726646259971647
106,26.698765732882286,26.698765732882286,5.091335338261368,-126.0865620620382,-51.65447581928157,0.06345732970449555,0.08726646259971647
107,26.953358411785626,26.953358411785626,5.092371833094254,-128.68154161935016,-52.144706628346356,0.0634824398314224,0.08726646259971647
108,27.2080029176929,27.2080029176929,5.093408418002386,-131.30103274024435,-52.63493835972126,0.06350741647178783,0.08726646259971647
109,27.462699255046168,27.462699255046168,5.094445090532517,-133.94503547041265,-53.12517099653792,0.06353226211065194,0.08726646259971647
110,27.717447428167045,27.717447428167045,5.095481848319803,-136.613549854715,-53.615404522384466,0.06355697916583859,0.08726646259971647
111,27.972247441261036,27.972247441261036,5.096518689083857,-139.30657593720176,-54.10563892128933,0.06358156999032549,0.08726646259971647
112,28.22709929842166,28.22709929842166,5.097555610625018,-142.02411376113548,-54.595874177705625,0.06360603687452948,0.08726646259971647
113,28.482003003634397,28.482003003634397,5.09859261082081,-144.76616336901162,-55.08611027649637,0.06363038204849263,0.08726646259971647
114,28.736958560780458,28.736958560780458,5.099629687622589,-147.53272480257874,-55.576347202920196,0.06365460768397406,0.08726646259971647
115,28.991965973640408,28.991965973640408,5.100666839052364,-150.32379810285795,-56.06658494261778,0.06367871589645246,0.08726646259971647
116,29.24702524589761,29.24702524589761,5.101704063199773,-153.13938331016166,-56.55682348159879,0.0637027087470437,0.08726646259971647
117,29.502136381141543,29.502136381141543,5.102741358219226,-155.97948046411176,-57.0470628062294,0.0637265882443378,0.08726646259971647
118,29.75729938287097,29.75729938287097,5.103778722327178,-158.84408960365707,-57.53730290322033,0.06375035634615943,0.08726646259971647
119,30.012514254496963,30.012514254496963,5.104816153799548,-161.73321076709033,-58.02754375961539,0.06377401496125551,0.08726646259971647
120,30.26778099934584,30.26778099934584,5.1058536509692605,-164.64684399206456,-58.51778536278046,0.06379756595091363,0.08726646259971647
121,30.523099620661934,30.523099620661934,5.106891212223909,-167.58498931560894,-59.00802770039296,0.06382101113051453,0.08726646259971647
122,30.77847012161028,30.77847012161028,5.107928836003535,-170.54764677414408,-59.498270760431716,0.06384435227102198,0.08726646259971647
123,31.033892505279177,31.033892505279177,5.108966520798513,-173.53481640349688,-59.988514531167255,0.0638675911004129,0.08726646259971647
124,31.289366774682666,31.289366774682666,5.110004265147538,-176.5464982389148,-60.47875900115247,0.06389072930505066,0.08726646259971647
125,31.544892932762885,31.544892932762885,5.111042067635702,-179.5826923150799,-60.96900415921367,0.06391376853100417,0.08726646259971647
126,31.80047098239235,31.80047098239235,5.112079926892676,-182.64339866612212,-61.45924999444195,0.06393671038531538,0.08726646259971647
127,32.056100926376146,32.056100926376146,5.113117841590961,-185.72861732563248,-61.94949649618494,0.0639595564372175,0.08726646259971647
128,32.311782767454005,32.311782767454005,5.114155810444233,-188.83834832667563,-62.43974365403885,0.06398230821930621,0.08726646259971647
129,32.56751650830235,32.56751650830235,5.115193832205753,-191.972591701802,-62.9299914578408,0.06400496722866617,0.08726646259971647
130,32.82330215153621,32.82330215153621,5.116231905666861,-195.13134748305984,-63.420239897661475,0.06402753492795456,0.08726646259971647
131,33.079139699711135,33.079139699711135,5.117270029655529,-198.3146157020066,-63.91048896379806,0.06405001274644397,0.08726646259971647
132,33.335029155324925,33.335029155324925,5.118308203034989,-201.52239638972006,-64.4007386467674,0.06407240208102603,0.08726646259971647
133,33.59097052081941,33.59097052081941,5.119346424702409,-204.75468957680923,-64.89098893729944,0.06409470429717795,0.08726646259971647
134,33.84696379858211,33.84696379858211,5.120384693587644,-208.01149529342484,-65.38123982633093,0.06411692072989322,0.08726646259971647
135,34.10300899094781,34.10300899094781,5.121423008652025,-211.29281356926947,-65.87149130499932,0.06413905268457841,0.08726646259971647
136,34.35910610020014,34.35910610020014,5.122461368887216,-214.59864443360746,-66.36174336463691,0.06416110143791717,0.08726646259971647
137,34.61525512857304,34.61525512857304,5.123499773314115,-217.92898791527455,-66.85199599676515,0.06418306823870318,0.08726646259971647
138,34.87145607825221,34.87145607825221,5.124538220981795,-221.28384404268712,-67.34224919308926,0.06420495430864312,0.08726646259971647
139,35.12770895137648,35.12770895137648,5.125576710966504,-224.66321284385134,-67.83250294549292,0.06422676084313116,0.08726646259971647
140,35.384013750039166,35.384013750039166,5.126615242370699,-228.0670943463719,-68.32275724603323,0.06424848901199594,0.08726646259971647
141,35.64037047628932,35.64037047628932,5.12765381432212,-231.49548857746058,-68.81301208693581,0.06427013996022143,0.08726646259971647
142,35.89677913213301,35.89677913213301,5.12869242597291,-234.94839556394456,-69.30326746059006,0.06429171480864261,0.08726646259971647
143,36.15323971953451,36.15323971953451,5.129731076498763,-238.42581533227448,-69.79352335954462,0.064313214654617,0.08726646259971647
144,36.40975224041743,36.40975224041743,5.1307697650981146,-241.92774790853233,-70.283779776503,0.0643346405726732,0.08726646259971647
145,36.666316696665874,36.666316696665874,5.131808490991359,-245.454193318439,-70.77403670431924,0.06435599361513712,0.08726646259971647
146,36.92293309012548,36.92293309012548,5.132847253420105,-249.0051515873618,-71.26429413599394,0.06437727481273711,0.08726646259971647
147,37.1796014226045,37.1796014226045,5.133886051646458,-252.58062274032167,-71.75455206467015,0.06439848517518854,0.08726646259971647
148,37.436321695874774,37.436321695874774,5.134924884952332,-256.1806068020001,-72.24481048362965,0.06441962569175887,0.08726646259971647
149,37.69309391167273,37.69309391167273,5.135963752638785,-259.8051037967462,-72.73506938628918,0.06444069733181394,0.08726646259971647
150,37.94991807170031,37.94991807170031,5.137002654025393,-263.4541137485831,-73.22532876619688,0.06446170104534615,0.08726646259971647
151,38.20679417762589,38.20679417762589,5.138041588449631,-267.12763668121454,-73.7155886170288,0.06448263776348526,0.08726646259971647
152,38.463722231085136,38.463722231085136,5.139080555266294,-270.8256726180313,-74.20584893258561,0.06450350839899258,0.08726646259971647
153,38.720702233681905,38.720702233681905,5.140119553846934,-274.54822158211715,-74.69610970678927,0.06452431384673912,0.08726646259971647
154,38.97773418698902,38.97773418698902,5.141158583579314,-278.29528359625493,-75.18637093367997,0.0645450549841683,0.08726646259971647
155,39.234818092549084,39.234818092549084,5.1421976438668935,-282.06685868293243,-75.67663260741303,0.06456573267174388,0.08726646259971647
156,39.49195395187527,39.49195395187527,5.143236734128327,-285.862946864348,-76.166894722256,0.06458634775338355,0.08726646259971647
157,39.74914176645203,39.74914176645203,5.14427585379698,-289.68354816241606,-76.65715727258582,0.06460690105687897,0.08726646259971647
158,40.00638153773587,40.00638153773587,5.14531500232047,-293.52866259877266,-77.147420252886,0.0646273933943024,0.08726646259971647
159,40.26367326715601,40.26367326715601,5.146354179160219,-297.39829019478054,-77.637683657744,0.06464782556240083,0.08726646259971647
160,40.52101695611507,40.52101695611507,5.147393383791023,-301.29243097153443,-78.12794748184865,0.06466819834297771,0.08726646259971647
161,40.77841260598975,40.77841260598975,5.148432615700643,-305.2110849498659,-78.6182117199876,0.06468851250326303,0.0
162,41.03586021813145,41.03586021813145,5.149471874389402,-309.1542521503484,-79.1084763670449,0.06470876879627194,0.0
163,41.29335979386688,41.29335979386688,5.150511159369805,-313.1219325933019,-79.59874141799867,0.06472896796115248,0.0
164,41.550911334498686,41.550911334498686,5.151550470166171,-317.1141262987976,-80.08900686791877,0.06474911072352281,0.0
165,41.808514841306014,41.808514841306014,5.152589806314272,-321.13083328666244,-80.57927271196462,0.06476919779579826,0.0
166,42.06617031554508,42.06617031554508,5.153629167360995,-325.1720535764835,-81.06953894538302,0.06478922987750851,0.0
167,42.32387775844971,42.32387775844971,5.154668552864007,-329.2377871876124,-81.55980556350607,0.06480920765560545,0.0
168,42.58163717123188,42.58163717123188,5.155707962391438,-333.3280341391694,-82.05007256174919,0.06482913180476182,0.0
169,42.83944855508223,42.83944855508223,5.156747395521574,-337.4427944500476,-82.54033993560907,0.06484900298766114,0.0
170,43.09731191117055,43.09731191117055,5.157786851842557,-341.58206813891684,-83.03060768066183,0.0648688218552791,0.0
171,43.355227240646286,43.355227240646286,5.158826330952101,-345.74585522422785,-83.52087579256114,0.06488858904715683,0.0
172,43.61319454463901,43.61319454463901,5.159865832457212,-349.9341557242158,-84.01114426703641,0.06490830519166615,0.0
173,43.87121382425886,43.87121382425886,5.160905355973926,-354.1469696569044,-84.5014130998911,0.06492797090626738,0.0
